Name,Pos,Date,Team,Opp,Result,Att,Cmp,Pct,Yds,YPA,TD,Int,Lg,Sack,Rate,,,,,,,,,,
,,12/29/02,SD,Sea,"L, 31-28",49,27,55.1,332,6.8,3,1,31t,26-Mar,88.1,12/29/02,SD,Sea,"L, 31-28",1,10,10,10,0,0
,,9/7/03,SD,@ KC,"L, 27-14",33,18,54.5,202,6.1,2,2,23,Mar-34,68,9/7/03,SD,@ KC,"L, 27-14",3,15,5,10,0,0
,,9/14/03,SD,Den,"L, 37-13",41,20,48.8,182,4.4,1,1,23t,0/0,59.2,9/14/03,SD,Den,"L, 37-13",0,0,0,0,0,0
,,9/21/03,SD,Bal,"L, 24-10",45,28,62.2,270,6,0,3,40,13-Jan,51.2,9/21/03,SD,Bal,"L, 24-10",1,5,5,5,0,0
,,9/28/03,SD,@ Oak,"L, 34-31",31,21,67.7,187,6,1,1,37,0/0,81,9/28/03,SD,@ Oak,"L, 34-31",1,-1,-1,-1,0,0
,,10/5/03,SD,@ Jax,"L, 27-21",41,24,58.5,296,7.2,3,0,46t,19-Apr,105.3,10/5/03,SD,@ Jax,"L, 27-21",1,13,13,13,0,1
,,10/19/03,SD,@ Cle,"W, 26-20",18,9,50,74,4.1,0,1,17,13-Jan,37.7,10/19/03,SD,@ Cle,"W, 26-20",1,0,0,0,0,0
,,10/27/03,SD,Mia,"L, 26-10",30,19,63.3,190,6.3,0,3,28,Jun-44,41.7,10/27/03,SD,Mia,"L, 26-10",2,23,11.5,18,0,1
,,11/2/03,SD,@ Chi,"L, 20-7",15,7,46.7,49,3.3,0,1,10,0/0,26.8,11/2/03,SD,@ Chi,"L, 20-7",0,0,0,0,0,0
,,12/14/03,SD,GB,"L, 38-21",48,28,58.3,363,7.6,2,1,68t,27-Feb,87.4,12/14/03,SD,GB,"L, 38-21",6,25,4.17,12,0,2
,,12/21/03,SD,@ Pit,"L, 40-24",26,16,61.5,198,7.6,1,2,57t,5-Jan,65.9,12/21/03,SD,@ Pit,"L, 40-24",1,2,2,2,0,1
,,12/28/03,SD,Oak,"W, 21-14",28,15,53.6,97,3.5,1,0,28,23-Mar,73.1,12/28/03,SD,Oak,"W, 21-14",5,2,0.4,3,0,2
,,9/12/04,SD,@ Hou,"W, 27-20",24,17,70.8,209,8.7,2,0,36t,7-Jan,125.2,9/12/04,SD,@ Hou,"W, 27-20",5,-2,-0.4,2,0,0
,,9/19/04,SD,NYJ,"L, 34-28",19,8,42.1,146,7.7,1,2,59,7-Jan,47.1,9/19/04,SD,NYJ,"L, 34-28",1,0,0,0,0,0
,,9/26/04,SD,@ Den,"L, 23-13",29,14,48.3,121,4.2,0,0,17,30-Apr,59.7,9/26/04,SD,@ Den,"L, 23-13",5,16,3.2,9,1,3
,,10/3/04,SD,Ten,"W, 38-17",20,16,80,206,10.3,3,0,58t,8-Jan,149.2,10/3/04,SD,Ten,"W, 38-17",3,5,1.67,7,0,0
,,10/10/04,SD,Jax,"W, 34-21",26,17,65.4,211,8.1,2,0,54,0/0,116,10/10/04,SD,Jax,"W, 34-21",2,1,0.5,2,0,1
,,10/17/04,SD,@ Atl,"L, 21-20",31,23,74.2,227,7.3,1,1,23,4-Jan,91.7,10/17/04,SD,@ Atl,"L, 21-20",1,4,4,4,0,0
,,10/24/04,SD,@ Car,"W, 17-6",32,21,65.6,196,6.1,0,0,23,8-Jan,82.3,10/24/04,SD,@ Car,"W, 17-6",2,-2,-1,-1,0,0
,,10/31/04,SD,Oak,"W, 42-14",25,22,88,281,11.2,5,0,29,8-Jan,153.1,10/31/04,SD,Oak,"W, 42-14",2,21,10.5,22,0,1
,,11/7/04,SD,NO,"W, 43-17",36,22,61.1,257,7.1,4,0,31,7-Jan,119.8,11/7/04,SD,NO,"W, 43-17",2,4,2,2,0,1
,,11/21/04,SD,@ Oak,"W, 23-17",34,18,52.9,226,6.6,1,0,28,0/0,83.7,11/21/04,SD,@ Oak,"W, 23-17",5,5,1,6t,1,2
,,11/28/04,SD,@ KC,"W, 34-31",37,28,75.7,378,10.2,2,0,65,7-Jan,125.7,11/28/04,SD,@ KC,"W, 34-31",8,23,2.88,14,0,4
,,12/5/04,SD,Den,"W, 20-17",27,14,51.9,106,3.9,0,1,30,20-Feb,46.2,12/5/04,SD,Den,"W, 20-17",1,2,2,2,0,1
,,12/12/04,SD,TB,"W, 31-24",23,17,73.9,220,9.6,2,2,79t,14-Feb,96.3,12/12/04,SD,TB,"W, 31-24",4,-3,-0.75,1,0,2
,,12/19/04,SD,@ Cle,"W, 21-0",6,4,66.7,85,14.2,1,0,72t,2-Jan,149.3,12/19/04,SD,@ Cle,"W, 21-0",6,-1,-0.17,3,0,1
,,12/26/04,SD,@ Ind,"L, 34-31",31,21,67.7,290,9.4,3,1,74t,9-Jan,116.3,12/26/04,SD,@ Ind,"L, 34-31",6,12,2,5,0,2
,,1/8/05,SD,NYJ,"L, 20-17",42,31,73.8,319,7.6,2,1,44,11-Feb,101.2,1/8/05,SD,NYJ,"L, 20-17",5,17,3.4,7,0,3
,,9/11/05,SD,Dal,"L, 28-24",35,18,51.4,209,6,2,2,33,21-Feb,65.1,9/11/05,SD,Dal,"L, 28-24",1,2,2,2,0,1
,,9/18/05,SD,@ Den,"L, 20-17",23,15,65.2,175,7.6,0,1,24,Apr-41,70,9/18/05,SD,@ Den,"L, 20-17",0,0,0,0,0,0
,,9/25/05,SD,NYG,"W, 45-23",22,19,86.4,191,8.7,2,0,27,0/0,133.1,9/25/05,SD,NYG,"W, 45-23",1,-1,-1,-1,0,0
,,10/2/05,SD,@ NE,"W, 41-17",24,19,79.2,248,10.3,2,0,38,0/0,137.5,10/2/05,SD,@ NE,"W, 41-17",1,-1,-1,-1,0,0
,,10/10/05,SD,Pit,"L, 24-22",35,20,57.1,219,6.3,1,1,41,6-Jan,73.4,10/10/05,SD,Pit,"L, 24-22",2,3,1.5,7,0,0
,,10/16/05,SD,@ Oak,"W, 27-14",20,14,70,164,8.2,1,0,35t,12-Feb,111.3,10/16/05,SD,@ Oak,"W, 27-14",1,-5,-5,-5,0,0
,,10/23/05,SD,@ Phi,"L, 20-17",40,23,57.5,299,7.5,2,2,43,29-Mar,77,10/23/05,SD,@ Phi,"L, 20-17",1,9,9,9,0,0
,,10/30/05,SD,KC,"W, 28-20",43,25,58.1,324,7.5,3,1,35t,0/0,95.5,10/30/05,SD,KC,"W, 28-20",1,1,1,1,0,1
,,11/6/05,SD,@ NYJ,"W, 31-26",27,20,74.1,270,10,1,1,29,8-Jan,102.4,11/6/05,SD,@ NYJ,"W, 31-26",2,-2,-1,-1,0,0
,,11/20/05,SD,Buf,"W, 48-10",33,28,84.8,339,10.3,4,0,39,2-Jan,149.1,11/20/05,SD,Buf,"W, 48-10",1,-1,-1,-1,0,0
,,11/27/05,SD,@ Was,"W, 23-17",44,22,50,215,4.9,0,3,24,20-Mar,35.7,11/27/05,SD,@ Was,"W, 23-17",1,2,2,2,0,1
,,12/4/05,SD,Oak,"W, 34-10",22,17,77.3,160,7.3,2,0,27,12-Feb,127.1,12/4/05,SD,Oak,"W, 34-10",0,0,0,0,0,0
,,12/11/05,SD,Mia,"L, 23-21",52,35,67.3,279,5.4,2,1,25,Mar-34,85.3,12/11/05,SD,Mia,"L, 23-21",3,11,3.67,5,1,2
,,12/18/05,SD,@ Ind,"W, 26-17",33,22,66.7,255,7.7,1,2,54,8-Jan,74.7,12/18/05,SD,@ Ind,"W, 26-17",1,0,0,0,0,0
,,12/24/05,SD,@ KC,"L, 20-7",33,18,54.5,161,4.9,1,1,22,8-Jan,65.3,12/24/05,SD,@ KC,"L, 20-7",5,31,6.2,8,0,3
,,12/31/05,SD,Den,"L, 23-7",14,8,57.1,68,4.9,0,0,15,22-Mar,69.9,12/31/05,SD,Den,"L, 23-7",0,0,0,0,0,0
,,9/10/06,NO,@ Cle,"W, 19-14",30,16,53.3,170,5.7,1,1,20,0/0,67.4,9/10/06,NO,@ Cle,"W, 19-14",3,-2,-0.67,1,0,0
,,9/17/06,NO,@ GB,"W, 34-27",41,26,63.4,353,8.6,2,1,57,21-Apr,96.9,9/17/06,NO,@ GB,"W, 34-27",4,-4,-1,-1,0,0
,,9/25/06,NO,Atl,"W, 23-3",28,20,71.4,191,6.8,0,0,29,11-Jan,90,9/25/06,NO,Atl,"W, 23-3",1,1,1,1,0,0
,,10/1/06,NO,@ Car,"L, 21-18",38,28,73.7,349,9.2,1,0,86t,5-Jan,110.5,10/1/06,NO,@ Car,"L, 21-18",1,2,2,2,0,0
,,10/8/06,NO,TB,"W, 24-21",33,21,63.6,171,5.2,1,0,18,0/0,86.8,10/8/06,NO,TB,"W, 24-21",1,-3,-3,-3,0,0
,,10/15/06,NO,Phi,"W, 27-24",37,27,73,275,7.4,3,2,48t,0/0,98.4,10/15/06,NO,Phi,"W, 27-24",4,-1,-0.25,3,0,0
,,10/29/06,NO,Bal,"L, 35-22",45,24,53.3,383,8.5,3,3,53,15-Feb,76.4,10/29/06,NO,Bal,"L, 35-22",3,6,2,7,0,0
,,11/5/06,NO,@ TB,"W, 31-14",32,24,75,314,9.8,3,0,52t,0/0,136.7,11/5/06,NO,@ TB,"W, 31-14",6,9,1.5,7,0,1
,,11/12/06,NO,@ Pit,"L, 38-31",47,31,66,398,8.5,1,0,48,5-Jan,99.4,11/12/06,NO,@ Pit,"L, 38-31",4,14,3.5,6,0,2
,,11/19/06,NO,Cin,"L, 31-16",52,37,71.2,510,9.8,2,3,72t,6-Feb,91,11/19/06,NO,Cin,"L, 31-16",0,0,0,0,0,0
,,11/26/06,NO,@ Atl,"W, 31-13",30,21,70,349,11.6,2,0,76t,17-Feb,131.1,11/26/06,NO,@ Atl,"W, 31-13",0,0,0,0,0,0
,,12/3/06,NO,SF,"W, 34-10",28,17,60.7,186,6.6,1,0,74,1-Jan,92.3,12/3/06,NO,SF,"W, 34-10",3,14,4.67,16,0,1
,,12/10/06,NO,@ Dal,"W, 42-17",38,26,68.4,384,10.1,5,0,61t,7-Jan,140.8,12/10/06,NO,@ Dal,"W, 42-17",5,-6,-1.2,-1,0,0
,,12/17/06,NO,Was,"L, 16-10",38,21,55.3,207,5.4,0,1,24,8-Feb,59.9,12/17/06,NO,Was,"L, 16-10",1,3,3,3,0,0
,,12/24/06,NO,@ NYG,"W, 30-7",32,13,40.6,132,4.1,1,0,40,9-Jan,63.5,12/24/06,NO,@ NYG,"W, 30-7",5,-1,-0.2,3,0,0
,,12/31/06,NO,Car,"L, 31-21",5,4,80,46,9.2,0,0,25,0/0,105,12/31/06,NO,Car,"L, 31-21",1,0,0,0,0,1
,,1/13/07,NO,Phi,"W, 27-24",32,20,62.5,243,7.6,1,0,35,16-Mar,96.2,1/13/07,NO,Phi,"W, 27-24",3,-2,-0.67,0,0,0
,,1/21/07,NO,@ Chi,"L, 39-14",49,27,55.1,354,7.2,2,1,88t,Mar-35,83.2,1/21/07,NO,@ Chi,"L, 39-14",1,8,8,8,0,1
,,9/6/07,NO,@ Ind,"L, 41-10",41,28,68.3,192,4.7,0,2,23,5-Jan,58.2,9/6/07,NO,@ Ind,"L, 41-10",1,4,4,4,0,0
,,9/16/07,NO,@ TB,"L, 31-14",44,26,59.1,260,5.9,1,1,58,16-Feb,74.1,9/16/07,NO,@ TB,"L, 31-14",3,10,3.33,7,0,2
,,9/24/07,NO,Ten,"L, 31-14",45,29,64.4,225,5,0,4,37,7-Jan,39.6,9/24/07,NO,Ten,"L, 31-14",1,9,9,9,0,1
,,10/7/07,NO,Car,"L, 16-13",47,29,61.7,252,5.4,0,2,54,0/0,58.1,10/7/07,NO,Car,"L, 16-13",0,0,0,0,0,0
,,10/14/07,NO,@ Sea,"W, 28-17",36,25,69.4,246,6.8,2,0,36,0/0,106.9,10/14/07,NO,@ Sea,"W, 28-17",4,0,0,2,0,1
,,10/21/07,NO,Atl,"W, 22-16",34,22,64.7,219,6.4,2,1,37t,0/0,90.2,10/21/07,NO,Atl,"W, 22-16",2,8,4,9,0,1
,,10/28/07,NO,@ SF,"W, 31-10",39,31,79.5,336,8.6,4,0,43,0/0,136.8,10/28/07,NO,@ SF,"W, 31-10",0,0,0,0,0,0
,,11/4/07,NO,Jax,"W, 41-24",49,35,71.4,445,9.1,3,0,57,10-Jan,119.9,11/4/07,NO,Jax,"W, 41-24",2,7,3.5,8,0,0
,,11/11/07,NO,Stl,"L, 37-29",36,25,69.4,272,7.6,2,2,36,16-Feb,86.8,11/11/07,NO,Stl,"L, 37-29",0,0,0,0,0,0
,,11/18/07,NO,@ Hou,"L, 23-10",49,33,67.3,290,5.9,1,2,32,10-Jan,72.7,11/18/07,NO,@ Hou,"L, 23-10",1,6,6,6,0,1
,,11/25/07,NO,@ Car,"W, 31-6",36,24,66.7,260,7.2,3,1,45,0/0,103.9,11/25/07,NO,@ Car,"W, 31-6",1,8,8,8t,1,1
,,12/2/07,NO,TB,"L, 27-23",23,17,73.9,179,7.8,2,0,45t,17-Mar,125.1,12/2/07,NO,TB,"L, 27-23",1,4,4,4,0,1
,,12/10/07,NO,@ Atl,"W, 34-14",41,28,68.3,328,8,3,0,36,0/0,116.7,12/10/07,NO,@ Atl,"W, 34-14",2,-1,-0.5,0,0,0
,,12/16/07,NO,Ari,"W, 31-24",30,26,86.7,315,10.5,2,0,32t,8-Jan,132.6,12/16/07,NO,Ari,"W, 31-24",4,-2,-0.5,0,0,0
,,12/23/07,NO,Phi,"L, 38-23",42,27,64.3,284,6.8,0,1,52,8-Jan,73.9,12/23/07,NO,Phi,"L, 38-23",1,-1,-1,-1,0,0
,,12/30/07,NO,@ Chi,"L, 33-25",60,35,58.3,320,5.3,3,2,21t,12-Mar,75.7,12/30/07,NO,@ Chi,"L, 33-25",0,0,0,0,0,0
,,9/7/08,NO,TB,"W, 24-20",32,23,71.9,343,10.7,3,1,84t,6-Jan,124.9,9/7/08,NO,TB,"W, 24-20",3,-2,-0.67,0,0,0
,,9/14/08,NO,@ Was,"L, 29-24",33,22,66.7,216,6.5,1,2,22,21-Feb,69.8,9/14/08,NO,@ Was,"L, 29-24",1,9,9,9,0,1
,,9/21/08,NO,@ Den,"L, 34-32",48,39,81.2,421,8.8,1,0,74,7-Jan,110.2,9/21/08,NO,@ Den,"L, 34-32",1,0,0,0,0,0
,,9/28/08,NO,SF,"W, 31-17",35,23,65.7,363,10.4,3,1,81,0/0,116.7,9/28/08,NO,SF,"W, 31-17",1,-1,-1,-1,0,0
,,10/6/08,NO,Min,"L, 30-27",46,26,56.5,330,7.2,1,2,52,10-Jan,68.2,10/6/08,NO,Min,"L, 30-27",3,6,2,6,0,1
,,10/12/08,NO,Oak,"W, 34-3",30,26,86.7,320,10.7,3,0,51,1-Jan,144.4,10/12/08,NO,Oak,"W, 34-3",1,7,7,7,0,0
,,10/19/08,NO,@ Car,"L, 30-7",39,21,53.8,231,5.9,0,1,54,3-Jan,61,10/19/08,NO,@ Car,"L, 30-7",0,0,0,0,0,0
,,10/26/08,NO,SD,"W, 37-32",41,30,73.2,339,8.3,3,0,49,0/0,121.9,10/26/08,NO,SD,"W, 37-32",1,-26,-26,-26,0,0
,,11/9/08,NO,@ Atl,"L, 34-20",58,31,53.4,422,7.3,2,3,48,6-Jan,66.9,11/9/08,NO,@ Atl,"L, 34-20",2,10,5,6,0,1
,,11/16/08,NO,@ KC,"W, 30-20",36,25,69.4,266,7.4,1,1,47t,0/0,88.4,11/16/08,NO,@ KC,"W, 30-20",3,-2,-0.67,0,0,0
,,11/24/08,NO,GB,"W, 51-29",26,20,76.9,323,12.4,4,0,70t,5-Jan,157.5,11/24/08,NO,GB,"W, 51-29",0,0,0,0,0,0
,,11/30/08,NO,@ TB,"L, 23-20",47,25,53.2,296,6.3,2,3,37,8-Jan,60.2,11/30/08,NO,@ TB,"L, 23-20",0,0,0,0,0,0
,,12/7/08,NO,Atl,"W, 29-25",32,18,56.2,230,7.2,2,0,36,0/0,99.7,12/7/08,NO,Atl,"W, 29-25",2,0,0,1,0,0
,,12/11/08,NO,@ Chi,"L, 27-24",43,24,55.8,232,5.4,2,2,24,6-Jan,67.2,12/11/08,NO,@ Chi,"L, 27-24",1,1,1,1,0,1
,,12/21/08,NO,@ Det,"W, 42-7",40,30,75,351,8.8,2,0,64,0/0,117.8,12/21/08,NO,@ Det,"W, 42-7",3,-3,-1,-1,0,0
,,12/28/08,NO,Car,"L, 33-31",49,30,61.2,386,7.9,4,1,26t,19-Feb,104.6,12/28/08,NO,Car,"L, 33-31",0,0,0,0,0,0
,,9/13/09,NO,Det,"W, 45-27",34,26,76.5,358,10.5,6,1,58t,0/0,137,9/13/09,NO,Det,"W, 45-27",0,0,0,0,0,0
,,9/20/09,NO,@ Phi,"W, 48-22",34,25,73.5,311,9.1,3,1,38,23-Feb,118.6,9/20/09,NO,@ Phi,"W, 48-22",1,-1,-1,-1,0,0
,,9/27/09,NO,@ Buf,"W, 27-7",29,16,55.2,172,5.9,0,0,32,16-Feb,72.8,9/27/09,NO,@ Buf,"W, 27-7",6,8,1.33,10,0,2
,,10/4/09,NO,NYJ,"W, 24-10",32,20,62.5,190,5.9,0,0,36,0/0,78.9,10/4/09,NO,NYJ,"W, 24-10",3,5,1.67,7,0,1
,,10/18/09,NO,NYG,"W, 48-27",30,23,76.7,369,12.3,4,0,40,0/0,156.8,10/18/09,NO,NYG,"W, 48-27",1,6,6,6,0,1
,,10/25/09,NO,@ Mia,"W, 46-34",38,22,57.9,298,7.8,1,3,66,22-May,58.9,10/25/09,NO,@ Mia,"W, 46-34",2,3,1.5,2t,2,2
,,11/2/09,NO,Atl,"W, 35-27",33,25,75.8,308,9.3,2,1,30,17-Feb,111.7,11/2/09,NO,Atl,"W, 35-27",2,3,1.5,4,0,0
,,11/8/09,NO,Car,"W, 30-20",35,24,68.6,330,9.4,1,1,63,Jan-00,96.1,11/8/09,NO,Car,"W, 30-20",2,4,2,5,0,1
,,11/15/09,NO,@ Stl,"W, 28-23",26,18,69.2,223,8.6,2,2,27t,6-Jan,89.1,11/15/09,NO,@ Stl,"W, 28-23",0,0,0,0,0,0
,,11/22/09,NO,@ TB,"W, 38-7",29,19,65.5,187,6.4,3,0,37,0/0,118,11/22/09,NO,@ TB,"W, 38-7",0,0,0,0,0,0
,,11/30/09,NO,NE,"W, 38-17",23,18,78.3,371,16.1,5,0,75t,4-Jan,158.3,11/30/09,NO,NE,"W, 38-17",1,-1,-1,-1,0,0
,,12/6/09,NO,@ Was,"W, 33-30",49,35,71.4,419,8.6,2,1,53t,11-Jan,102.3,12/6/09,NO,@ Was,"W, 33-30",0,0,0,0,0,0
,,12/13/09,NO,@ Atl,"W, 26-23",40,31,77.5,296,7.4,3,0,42,0/0,122.5,12/13/09,NO,@ Atl,"W, 26-23",2,-2,-1,-1,0,0
,,12/19/09,NO,Dal,"L, 24-17",45,29,64.4,298,6.6,1,1,35,27-Apr,81.5,12/19/09,NO,Dal,"L, 24-17",2,8,4,9,0,1
,,12/27/09,NO,TB,"L, 20-17",37,32,86.5,258,7,1,0,30t,9-Jan,104.7,12/27/09,NO,TB,"L, 20-17",0,0,0,0,0,0
,,1/16/10,NO,Ari,"W, 45-14",32,23,71.9,247,7.7,3,0,44t,0/0,125.4,1/16/10,NO,Ari,"W, 45-14",3,-3,-1,-1,0,0
,,1/24/10,NO,Min,"W, 31-28",31,17,54.8,197,6.4,3,0,38t,8-Jan,106.5,1/24/10,NO,Min,"W, 31-28",1,0,0,0,0,0
,,2/7/10,NO,@ Ind,"W, 31-17",39,32,82.1,288,7.4,2,0,27,7-Jan,114.5,2/7/10,NO,@ Ind,"W, 31-17",1,-1,-1,-1,0,0
,,9/9/10,NO,Min,"W, 14-9",36,27,75,237,6.6,1,0,29t,8-Jan,101.3,9/9/10,NO,Min,"W, 14-9",4,-6,-1.5,-1,0,0
,,9/20/10,NO,@ SF,"W, 25-22",38,28,73.7,254,6.7,2,0,30,17-Feb,108.9,9/20/10,NO,@ SF,"W, 25-22",0,0,0,0,0,0
,,9/26/10,NO,Atl,"L, 27-24",38,30,78.9,365,9.6,3,2,80t,10-Feb,111.1,9/26/10,NO,Atl,"L, 27-24",0,0,0,0,0,0
,,10/3/10,NO,Car,"W, 16-14",48,33,68.8,275,5.7,1,0,20,13-Feb,90.2,10/3/10,NO,Car,"W, 16-14",1,-1,-1,-1,0,0
,,10/10/10,NO,@ Ari,"L, 30-20",39,24,61.5,279,7.2,2,3,39,6-Jan,68.2,10/10/10,NO,@ Ari,"L, 30-20",2,2,1,2,0,0
,,10/17/10,NO,@ TB,"W, 31-6",32,21,65.6,263,8.2,3,1,42t,0/0,109.2,10/17/10,NO,@ TB,"W, 31-6",2,2,1,3,0,1
,,10/24/10,NO,Cle,"L, 30-17",56,37,66.1,356,6.4,2,4,29,20-Mar,65.8,10/24/10,NO,Cle,"L, 30-17",0,0,0,0,0,0
,,10/31/10,NO,Pit,"W, 20-10",44,34,77.3,305,6.9,2,1,50,17-Feb,101,10/31/10,NO,Pit,"W, 20-10",3,-2,-0.67,0,0,0
,,11/7/10,NO,@ Car,"W, 34-3",43,27,62.8,253,5.9,2,1,36,0/0,84.7,11/7/10,NO,@ Car,"W, 34-3",0,0,0,0,0,0
,,11/21/10,NO,Sea,"W, 34-19",43,29,67.4,382,8.9,4,2,32t,0/0,106.9,11/21/10,NO,Sea,"W, 34-19",0,0,0,0,0,0
,,11/25/10,NO,@ Dal,"W, 30-27",39,23,59,352,9,1,1,57,19-Feb,86.7,11/25/10,NO,@ Dal,"W, 30-27",3,-3,-1,-1,0,0
,,12/5/10,NO,@ Cin,"W, 34-30",29,24,82.8,313,10.8,2,1,52t,23-Feb,120.3,12/5/10,NO,@ Cin,"W, 34-30",0,0,0,0,0,0
,,12/12/10,NO,Stl,"W, 31-13",40,25,62.5,221,5.5,3,2,31t,8-Jan,81.4,12/12/10,NO,Stl,"W, 31-13",1,7,7,7,0,0
,,12/19/10,NO,@ Bal,"L, 30-24",46,29,63,267,5.8,3,1,27,25-Mar,91.5,12/19/10,NO,@ Bal,"L, 30-24",0,0,0,0,0,0
,,12/27/10,NO,@ Atl,"W, 17-14",49,35,71.4,302,6.2,1,2,25,6-Jan,77.1,12/27/10,NO,@ Atl,"W, 17-14",2,-2,-1,-1,0,0
,,1/2/11,NO,TB,"L, 23-13",38,22,57.9,196,5.2,1,1,21,13-Mar,69.6,1/2/11,NO,TB,"L, 23-13",0,0,0,0,0,0
,,1/8/11,NO,@ Sea,"L, 41-36",60,39,65,404,6.7,2,0,40,7-Jan,95.4,1/8/11,NO,@ Sea,"L, 41-36",2,6,3,6,0,1
,,9/8/11,NO,@ GB,"L, 42-34",49,32,65.3,419,8.6,3,0,36,23-Mar,112.5,9/8/11,NO,@ GB,"L, 42-34",1,3,3,3,0,0
,,9/18/11,NO,Chi,"W, 30-13",37,26,70.3,270,7.3,3,0,79t,6-Jan,118.1,9/18/11,NO,Chi,"W, 30-13",1,2,2,2,0,0
,,9/25/11,NO,Hou,"W, 40-33",44,31,70.5,370,8.4,3,2,44,16-Feb,99.6,9/25/11,NO,Hou,"W, 40-33",4,-1,-0.25,4,0,0
,,10/2/11,NO,@ Jax,"W, 23-10",44,31,70.5,351,8,1,2,59,25-Mar,82.7,10/2/11,NO,@ Jax,"W, 23-10",3,10,3.33,6,0,0
,,10/9/11,NO,@ Car,"W, 30-27",45,32,71.1,359,8,2,1,30,16-Feb,100.1,10/9/11,NO,@ Car,"W, 30-27",0,0,0,0,0,0
,,10/16/11,NO,@ TB,"L, 26-20",45,29,64.4,383,8.5,1,3,43,0/0,70.9,10/16/11,NO,@ TB,"L, 26-20",3,21,7,11,0,1
,,10/23/11,NO,Ind,"W, 62-7",35,31,88.6,325,9.3,5,0,57,4-Feb,144.9,10/23/11,NO,Ind,"W, 62-7",0,0,0,0,0,0
,,10/30/11,NO,@ Stl,"L, 31-21",44,30,68.2,269,6.1,1,2,25,Jun-42,73,10/30/11,NO,@ Stl,"L, 31-21",1,-1,-1,-1,0,0
,,11/6/11,NO,TB,"W, 27-16",36,27,75,258,7.2,2,1,23,0/0,101.4,11/6/11,NO,TB,"W, 27-16",1,20,20,20,0,1
,,11/13/11,NO,@ Atl,"W, 26-23",43,30,69.8,322,7.5,2,0,36,0/0,106.9,11/13/11,NO,@ Atl,"W, 26-23",0,0,0,0,0,0
,,11/28/11,NO,NYG,"W, 49-24",38,24,63.2,363,9.6,4,0,50,0/0,129.6,11/28/11,NO,NYG,"W, 49-24",1,8,8,8t,1,1
,,12/4/11,NO,Det,"W, 31-17",36,26,72.2,342,9.5,3,0,67t,4-Feb,129.6,12/4/11,NO,Det,"W, 31-17",0,0,0,0,0,0
,,12/11/11,NO,@ Ten,"W, 22-17",47,36,76.6,337,7.2,2,0,35t,14-Feb,110,12/11/11,NO,@ Ten,"W, 22-17",2,6,3,4,0,1
,,12/18/11,NO,@ Min,"W, 42-20",40,32,80,412,10.3,5,0,47t,0/0,149.2,12/18/11,NO,@ Min,"W, 42-20",2,4,2,4,0,0
,,12/26/11,NO,Atl,"W, 45-16",39,23,59,307,7.9,4,2,41,8-Jan,96.8,12/26/11,NO,Atl,"W, 45-16",1,9,9,9,0,0
,,1/1/12,NO,Car,"W, 45-17",35,28,80,389,11.1,5,1,42t,0/0,140.7,1/1/12,NO,Car,"W, 45-17",1,5,5,5,0,1
,,1/7/12,NO,Det,"W, 45-28",43,33,76.7,466,10.8,3,0,56t,7-Feb,134.4,1/7/12,NO,Det,"W, 45-28",4,-1,-0.25,2,0,1
,,1/14/12,NO,@ SF,"L, 36-32",63,40,63.5,462,7.3,4,2,66t,27-Mar,93.5,1/14/12,NO,@ SF,"L, 36-32",1,5,5,5,0,0
,,9/9/12,NO,Was,"L, 40-32",52,24,46.2,339,6.5,3,2,33t,13-Feb,70.9,9/9/12,NO,Was,"L, 40-32",0,0,0,0,0,0
,,9/16/12,NO,@ Car,"L, 35-27",49,31,63.3,325,6.6,1,2,29,2-Jan,72.2,9/16/12,NO,@ Car,"L, 35-27",2,0,0,1t,1,1
,,9/23/12,NO,KC,"L, 27-24",36,20,55.6,240,6.7,3,1,36,Apr-35,92.4,9/23/12,NO,KC,"L, 27-24",1,-1,-1,-1,0,0
,,9/30/12,NO,@ GB,"L, 28-27",54,35,64.8,446,8.3,3,0,80t,17-Feb,109,9/30/12,NO,@ GB,"L, 28-27",0,0,0,0,0,0
,,10/7/12,NO,SD,"W, 31-24",45,29,64.4,370,8.2,4,1,41,19-Mar,110.4,10/7/12,NO,SD,"W, 31-24",2,-2,-1,-1,0,0
,,10/21/12,NO,@ TB,"W, 35-28",37,27,73,377,10.2,4,1,48t,0/0,130.1,10/21/12,NO,@ TB,"W, 35-28",1,1,1,1,0,0
,,10/28/12,NO,@ Den,"L, 34-14",42,22,52.4,213,5.1,2,1,29t,12-Jan,72.8,10/28/12,NO,@ Den,"L, 34-14",2,2,1,3,0,0
,,11/5/12,NO,Phi,"W, 28-13",27,21,77.8,239,8.9,2,0,38,8-Feb,128.2,11/5/12,NO,Phi,"W, 28-13",1,-1,-1,-1,0,0
,,11/11/12,NO,Atl,"W, 31-27",32,21,65.6,298,9.3,3,1,46,6-Jan,113.8,11/11/12,NO,Atl,"W, 31-27",1,-1,-1,-1,0,0
,,11/18/12,NO,@ Oak,"W, 38-17",27,20,74.1,219,8.1,3,0,38t,0/0,134.6,11/18/12,NO,@ Oak,"W, 38-17",0,0,0,0,0,0
,,11/25/12,NO,SF,"L, 31-21",41,26,63.4,267,6.5,3,2,43,May-36,86.1,11/25/12,NO,SF,"L, 31-21",2,-2,-1,-1,0,0
,,11/29/12,NO,@ Atl,"L, 23-13",50,28,56,341,6.8,0,5,38,6-Jan,37.6,11/29/12,NO,@ Atl,"L, 23-13",0,0,0,0,0,0
